,state,fips,cases,deaths,employed-sugar-intake-daily
16154,Kansas,20,534978,7072,32.4 
16155,Kentucky,21,885062,12267,43.4 
16156,Louisiana,22,859856,15001,46.9 
16157,Maryland,24,751688,11896,28.0 
16158,Minnesota,27,1029126,10704,23.5 
16159,Mississippi,28,561262,10455,49.7 
16160,Nebraska,31,344392,3338,31.1 
16161,New Jersey,34,1644839,29073,22.7 
16162,New York,36,3678042,59240,23.1 
16163,North Carolina,37,1732706,19467,42.1 
16164,Ohio,39,2072663,29447,32.0 
16165,Oklahoma,40,716851,11552,46.5 
16166,South Carolina,45,975320,14636,42.0 
16167,Utah,49,651898,3804,30.3 
16168,Vermont,50,67226,480,16.7 
16169,West Virginia,54,337326,5356,46.1 
16170,Wisconsin,55,1132362,11185,29.7 
16171,Alaska,2,159019,955,26.2 
16172,Arizona,4,1411813,24509,33.0 
16173,California,6,5748437,76821,22.9 
16174,Connecticut,9,544468,9274,18.9 
16175,District of Columbia,11,105493,1220,18.5 
16176,Indiana,18,1290307,19256,35.9 
16177,Iowa,19,587386,7858,34.2 
16178,Kansas,20,535130,7072,32.4 
16179,Kentucky,21,891654,12287,43.4 
16180,Louisiana,22,869146,15018,46.9 
16181,Maryland,24,766182,11944,28.0 
16182,Minnesota,27,1045310,10740,23.5 
16183,Mississippi,28,566102,10492,49.7 
16184,Nebraska,31,346860,3344,31.1 
16185,New Jersey,34,1674453,29151,22.7 
16186,New York,36,3729331,59339,23.1 
16187,North Carolina,37,1743469,19504,42.1 
16188,Ohio,39,2093074,29674,32.0 
16189,Oklahoma,40,720961,11552,46.5 
16190,South Carolina,45,1011271,14674,42.0 
16191,Utah,49,656553,3811,30.3 
16192,Vermont,50,68957,480,16.7 
16193,West Virginia,54,339679,5361,46.1 
16194,Wisconsin,55,1142291,11246,29.7 
16195,Alaska,2,159019,955,26.2 
16196,Arizona,4,1419562,24570,33.0 
16197,California,6,5807748,76967,22.9 
16198,Connecticut,9,554812,9281,18.9 
16199,District of Columbia,11,106819,1222,18.5 
16200,Indiana,18,1303201,19296,35.9 
16201,Iowa,19,596296,8019,34.2 
16202,Kansas,20,550127,7090,32.4 
16203,Kentucky,21,901534,12317,43.4 
16204,Louisiana,22,879549,15027,46.9 
16205,Maryland,24,776468,11993,28.0 
16206,Minnesota,27,1049450,10811,23.5 
16207,Mississippi,28,572694,10503,49.7 
16208,Nebraska,31,349523,3373,31.1 
16209,New Jersey,34,1711738,29209,22.7 
16210,New York,36,3804480,59485,23.1 
16211,North Carolina,37,1763388,19552,42.1 
16212,Ohio,39,2112824,29674,32.0 
16213,Oklahoma,40,724875,11647,46.5 
16214,South Carolina,45,1018435,14715,42.0 
16215,Utah,49,663801,3855,30.3 
16216,Vermont,50,69762,482,16.7 
16217,West Virginia,54,342607,5372,46.1 
16218,Wisconsin,55,1156051,11319,29.7 
16219,Alaska,2,160056,955,26.2 
16220,Arizona,4,1430241,24586,33.0 
16221,California,6,5892644,77042,22.9 
16222,Connecticut,9,563635,9281,18.9 
16223,District of Columbia,11,108112,1225,18.5 
16224,Indiana,18,1318412,19448,35.9 
16225,Iowa,19,596296,8019,34.2 
16226,Kansas,20,550374,7093,32.4 
16227,Kentucky,21,913003,12351,43.4 
16228,Louisiana,22,893626,15038,46.9 
16229,Maryland,24,789204,12048,28.0 
16230,Minnesota,27,1056376,10873,23.5 
16231,Mississippi,28,579773,10511,49.7 
16232,Nebraska,31,353056,3416,31.1 
16233,New Jersey,34,1744002,29315,22.7 
16234,New York,36,3884858,59631,23.1 
16235,North Carolina,37,1787010,19596,42.1 
16236,Ohio,39,2132266,29674,32.0 
16237,Oklahoma,40,731155,11647,46.5 
16238,South Carolina,45,1035256,14745,42.0 
16239,Utah,49,672714,3868,30.3 
16240,Vermont,50,71942,482,16.7 
16241,West Virginia,54,347554,5392,46.1 
16242,Wisconsin,55,1170736,11376,29.7 
16243,Alaska,2,164255,956,26.2 
16244,Arizona,4,1445129,24616,33.0 
16245,California,6,6003256,77231,22.9 
16246,Connecticut,9,573711,9377,18.9 
16247,District of Columbia,11,110040,1227,18.5 
16248,Indiana,18,1333147,19614,35.9 
16249,Iowa,19,596296,8019,34.2 
16250,Kansas,20,566401,7124,32.4 
16251,Kentucky,21,922708,12390,43.4 
16252,Louisiana,22,908428,15054,46.9 
16253,Maryland,24,800982,12107,28.0 
16254,Minnesota,27,1064205,10906,23.5 
16255,Mississippi,28,586547,10527,49.7 
16256,Nebraska,31,355928,3456,31.1 
16257,New Jersey,34,1782463,29374,22.7 
16258,New York,36,3966952,59827,23.1 
16259,North Carolina,37,1812597,19629,42.1 
16260,Ohio,39,2151829,30072,32.0 
16261,Oklahoma,40,737593,11647,46.5 
16262,South Carolina,45,1048252,14746,42.0 
16263,Utah,49,682182,3887,30.3 
16264,Vermont,50,73802,482,16.7 
16265,West Virginia,54,351688,5421,46.1 
16266,Wisconsin,55,1186069,11402,29.7 
16267,Alaska,2,164255,956,26.2 
16268,Arizona,4,1461633,24704,33.0 
16269,California,6,6037652,77248,22.9 
16270,Connecticut,9,573711,9377,18.9 
16271,District of Columbia,11,110040,1227,18.5 
16272,Indiana,18,1333147,19614,35.9 
16273,Iowa,19,608000,8019,34.2 
16274,Kansas,20,566401,7124,32.4 
16275,Kentucky,21,925307,12390,43.4 
16276,Louisiana,22,908428,15054,46.9 
16277,Maryland,24,813929,12158,28.0 
16278,Minnesota,27,1064205,10906,23.5 
16279,Mississippi,28,586547,10527,49.7 
16280,Nebraska,31,355928,3468,31.1 
16281,New Jersey,34,1815163,29444,22.7 
16282,New York,36,4057084,59913,23.1 
16283,North Carolina,37,1812902,19629,42.1 
16284,Ohio,39,2170139,30072,32.0 
16285,Oklahoma,40,737593,11647,46.5 
16286,South Carolina,45,1048252,14746,42.0 
16287,Utah,49,682182,3887,30.3 
16288,Vermont,50,76421,483,16.7 
16289,West Virginia,54,355872,5421,46.1 
16290,Wisconsin,55,1186069,11402,29.7 
16291,Alaska,2,164255,956,26.2 
16292,Arizona,4,1477483,24773,33.0 
16293,California,6,6083283,77260,22.9 
16294,Connecticut,9,573711,9377,18.9 
16295,District of Columbia,11,110040,1227,18.5 
16296,Indiana,18,1333147,19614,35.9 
16297,Iowa,19,608000,8019,34.2 
16298,Kansas,20,566401,7124,32.4 
16299,Kentucky,21,927231,12390,43.4 
16300,Louisiana,22,908428,15054,46.9 
16301,Maryland,24,831182,12211,28.0 
16302,Minnesota,27,1064205,10906,23.5 
16303,Mississippi,28,586547,10527,49.7 
16304,Nebraska,31,355928,3468,31.1 
16305,New Jersey,34,1843677,29456,22.7 
16306,New York,36,4136861,60083,23.1 
16307,North Carolina,37,1812902,19629,42.1 
16308,Ohio,39,2189228,30072,32.0 
16309,Oklahoma,40,737593,11647,46.5 
16310,South Carolina,45,1048252,14746,42.0 
16311,Utah,49,682182,3887,30.3 
16312,Vermont,50,76673,483,16.7 
16313,West Virginia,54,357980,5421,46.1 
16314,Wisconsin,55,1186069,11402,29.7 
16315,Alaska,2,167509,956,26.2 
16316,Arizona,4,1491420,24773,33.0 
16317,California,6,6311255,77412,22.9 
16318,Connecticut,9,605116,9377,18.9 
16319,District of Columbia,11,116278,1233,18.5 
16320,Indiana,18,1370535,19796,35.9 
16321,Iowa,19,608000,8019,34.2 
16322,Kansas,20,580016,7144,32.4 
16323,Kentucky,21,941397,12453,43.4 
16324,Louisiana,22,937447,15073,46.9 
16325,Maryland,24,840865,12258,28.0 
16326,Minnesota,27,1075168,10950,23.5 
16327,Mississippi,28,603031,10543,49.7 
16328,Nebraska,31,363641,3468,31.1 
16329,New Jersey,34,1866733,29494,22.7 
16330,New York,36,4194745,60162,23.1 
16331,North Carolina,37,1886590,19695,42.1 
16332,Ohio,39,2207270,30072,32.0 
16333,Oklahoma,40,764651,11647,46.5 
16334,South Carolina,45,1094226,14793,42.0 
16335,Utah,49,706329,3907,30.3 
16336,Vermont,50,76673,483,16.7 
16337,West Virginia,54,360269,5445,46.1 
16338,Wisconsin,55,1219471,11475,29.7 
16339,Alaska,2,167509,956,26.2 
16340,Arizona,4,1505580,24986,33.0 
16341,California,6,6447667,77447,22.9 
16342,Connecticut,9,611867,9435,18.9 
16343,District of Columbia,11,117586,1237,18.5 
16344,Indiana,18,1382348,19908,35.9 
16345,Iowa,19,619061,8019,34.2 
16346,Kansas,20,580720,7144,32.4 
16347,Kentucky,21,950389,12462,43.4 
16348,Louisiana,22,949941,15102,46.9 
16349,Maryland,24,850558,12328,28.0 
16350,Minnesota,27,1104634,10978,23.5 
16351,Mississippi,28,608768,10563,49.7 
16352,Nebraska,31,367878,3486,31.1 
16353,New Jersey,34,1892142,29634,22.7 
16354,New York,36,4244155,60428,23.1 
16355,North Carolina,37,1904215,19716,42.1 
16356,Ohio,39,2226881,30435,32.0 
16357,Oklahoma,40,769662,11647,46.5 
16358,South Carolina,45,1102603,14803,42.0 
16359,Utah,49,716154,3922,30.3 
16360,Vermont,50,76673,483,16.7 
16361,West Virginia,54,362777,5452,46.1 
16362,Wisconsin,55,1234510,11527,29.7 
16363,Alaska,2,172018,961,26.2 
16364,Arizona,4,1524363,24992,33.0 
16365,California,6,6556829,77595,22.9 
16366,Connecticut,9,619185,9442,18.9 
16367,District of Columbia,11,118802,1240,18.5 
16368,Indiana,18,1397361,20035,35.9 
16369,Iowa,19,631301,8201,34.2 
16370,Kansas,20,602585,7172,32.4 
16371,Kentucky,21,961883,12483,43.4 
16372,Louisiana,22,967533,15116,46.9 
16373,Maryland,24,861593,12415,28.0 
16374,Minnesota,27,1115338,11027,23.5 
16375,Mississippi,28,616972,10589,49.7 
16376,Nebraska,31,371654,3495,31.1 
16377,New Jersey,34,1915417,29737,22.7 
16378,New York,36,4299066,60638,23.1 
16379,North Carolina,37,1928584,19774,42.1 
16380,Ohio,39,2246974,30435,32.0 
16381,Oklahoma,40,775169,11741,46.5 
16382,South Carolina,45,1114781,14848,42.0 
16383,Utah,49,726374,3936,30.3 
16384,Vermont,50,81987,490,16.7 
16385,West Virginia,54,367217,5481,46.1 
16386,Wisconsin,55,1252891,11559,29.7 
16387,Alaska,2,172018,961,26.2 
16388,Arizona,4,1542936,25002,33.0 
16389,California,6,6716565,77839,22.9 
16390,Connecticut,9,628789,9442,18.9 
16391,District of Columbia,11,120327,1245,18.5 
16392,Indiana,18,1413825,20123,35.9 
16393,Iowa,19,631301,8201,34.2 
16394,Kansas,20,603054,7174,32.4 
16395,Kentucky,21,971837,12508,43.4 
16396,Louisiana,22,982465,15127,46.9 
16397,Maryland,24,872182,12480,28.0 
16398,Minnesota,27,1126837,11079,23.5 
16399,Mississippi,28,625328,10606,49.7 
16400,Nebraska,31,376695,3527,31.1 
16401,New Jersey,34,1939089,29853,22.7 
16402,New York,36,4361115,60876,23.1 
16403,North Carolina,37,1965349,19861,42.1 
16404,Ohio,39,2266236,30435,32.0 
16405,Oklahoma,40,785671,11741,46.5 
16406,South Carolina,45,1132825,14880,42.0 
16407,Utah,49,739364,3943,30.3 
16408,Vermont,50,83994,490,16.7 
16409,West Virginia,54,372674,5503,46.1 
16410,Wisconsin,55,1270126,11593,29.7 
16411,Alaska,2,177474,963,26.2 
16412,Arizona,4,1563193,25068,33.0 
16413,California,6,6832478,77940,22.9 
16414,Connecticut,9,637572,9556,18.9 
16415,District of Columbia,11,121871,1255,18.5 
16416,Indiana,18,1429683,20226,35.9 
16417,Iowa,19,631301,8201,34.2 
16418,Kansas,20,621643,7194,32.4 
16419,Kentucky,21,984233,12536,43.4 
16420,Louisiana,22,996623,15137,46.9 
16421,Maryland,24,882170,12551,28.0 
16422,Minnesota,27,1138386,11111,23.5 
16423,Mississippi,28,634628,10625,49.7 
16424,Nebraska,31,383915,3540,31.1 
16425,New Jersey,34,1962198,29959,22.7 
16426,New York,36,4408467,61099,23.1 
16427,North Carolina,37,1999696,19914,42.1 
16428,Ohio,39,2307691,30922,32.0 
16429,Oklahoma,40,796986,11741,46.5 
16430,South Carolina,45,1153125,14914,42.0 
16431,Utah,49,750492,3951,30.3 
16432,Vermont,50,86311,493,16.7 
16433,West Virginia,54,377735,5516,46.1 
16434,Wisconsin,55,1297618,11649,29.7 
16435,Alaska,2,177474,963,26.2 
16436,Arizona,4,1588155,25171,33.0 
16437,California,6,6874405,77966,22.9 
16438,Connecticut,9,637572,9556,18.9 
16439,District of Columbia,11,121871,1255,18.5 
16440,Indiana,18,1429683,20226,35.9 
16441,Iowa,19,645410,8201,34.2 
16442,Kansas,20,621643,7194,32.4 
16443,Kentucky,21,985252,12536,43.4 
16444,Louisiana,22,996623,15137,46.9 
16445,Maryland,24,892052,12608,28.0 
16446,Minnesota,27,1138386,11111,23.5 
16447,Mississippi,28,634628,10625,49.7 
16448,Nebraska,31,383915,3540,31.1 
16449,New Jersey,34,1979057,30079,22.7 
16450,New York,36,4456337,61193,23.1 
16451,North Carolina,37,2001087,19914,42.1 
16452,Ohio,39,2357990,30922,32.0 
16453,Oklahoma,40,796986,11741,46.5 
16454,South Carolina,45,1153125,14914,42.0 
16455,Utah,49,750492,3951,30.3 
16456,Vermont,50,88104,497,16.7 
16457,West Virginia,54,382958,5516,46.1 
16458,Wisconsin,55,1297618,11649,29.7 
16459,Alaska,2,177474,963,26.2 
16460,Arizona,4,1609792,25211,33.0 
16461,California,6,6919509,78017,22.9 
16462,Connecticut,9,637572,9556,18.9 
16463,District of Columbia,11,121871,1255,18.5 
16464,Indiana,18,1429683,20226,35.9 
16465,Iowa,19,645410,8201,34.2 
16466,Kansas,20,621643,7194,32.4 
16467,Kentucky,21,990378,12536,43.4 
16468,Louisiana,22,996623,15137,46.9 
16469,Maryland,24,899922,12666,28.0 
16470,Minnesota,27,1138386,11111,23.5 
16471,Mississippi,28,634628,10625,49.7 
16472,Nebraska,31,383915,3540,31.1 
16473,New Jersey,34,1994502,30089,22.7 
16474,New York,36,4507601,61259,23.1 
16475,North Carolina,37,2001087,19914,42.1 
16476,Ohio,39,2384107,30922,32.0 
16477,Oklahoma,40,796986,11741,46.5 
16478,South Carolina,45,1153125,14914,42.0 
16479,Utah,49,750492,3951,30.3 
16480,Vermont,50,90668,497,16.7 
16481,West Virginia,54,387115,5516,46.1 
16482,Wisconsin,55,1297618,11649,29.7 
16483,Alaska,2,177474,963,26.2 
16484,Arizona,4,1621858,25212,33.0 
16485,California,6,7140744,78142,22.9 
16486,Connecticut,9,653416,9554,18.9 
16487,District of Columbia,11,121871,1255,18.5 
16488,Indiana,18,1466269,20308,35.9 
16489,Iowa,19,645410,8201,34.2 
16490,Kansas,20,621649,7194,32.4 
16491,Kentucky,21,992243,12536,43.4 
16492,Louisiana,22,996623,15137,46.9 
16493,Maryland,24,906460,12718,28.0 
16494,Minnesota,27,1138386,11111,23.5 
16495,Mississippi,28,634628,10625,49.7 
16496,Nebraska,31,392027,3540,31.1 
16497,New Jersey,34,2003580,30120,22.7 
16498,New York,36,4534373,61522,23.1 
16499,North Carolina,37,2001087,19914,42.1 
16500,Ohio,39,2403645,30922,32.0 
16501,Oklahoma,40,839143,11741,46.5 
16502,South Carolina,45,1153125,14914,42.0 
16503,Utah,49,750492,3951,30.3 
16504,Vermont,50,90668,497,16.7 
16505,West Virginia,54,390788,5535,46.1 
16506,Wisconsin,55,1380805,11712,29.7 
16507,Alaska,2,177474,963,26.2 
16508,Arizona,4,1645694,25395,33.0 
16509,California,6,7215028,78224,22.9 
16510,Connecticut,9,657680,9564,18.9 
16511,District of Columbia,11,125707,1260,18.5 
16512,Indiana,18,1478101,20385,35.9 
16513,Iowa,19,657146,8201,34.2 
16514,Kansas,20,622960,7200,32.4 
16515,Kentucky,21,1025593,12626,43.4 
16516,Louisiana,22,1025748,15195,46.9 
16517,Maryland,24,909675,12786,28.0 
16518,Minnesota,27,1149028,11140,23.5 
16519,Mississippi,28,657084,10642,49.7 
16520,Nebraska,31,396990,3543,31.1 
16521,New Jersey,34,2014702,30170,22.7 
16522,New York,36,4556685,61859,23.1 
16523,North Carolina,37,2122402,20011,42.1 
16524,Ohio,39,2418792,31245,32.0 
16525,Oklahoma,40,842996,11741,46.5 
16526,South Carolina,45,1225570,15015,42.0 
16527,Utah,49,790375,3979,30.3 
16528,Vermont,50,92198,499,16.7 
16529,West Virginia,54,392737,5561,46.1 
16530,Wisconsin,55,1400573,11758,29.7 
16531,Alaska,2,187655,1027,26.2 
16532,Arizona,4,1666191,25416,33.0 
16533,California,6,7324358,78325,22.9 
16534,Connecticut,9,662425,9670,18.9 
16535,District of Columbia,11,126187,1263,18.5 
16536,Indiana,18,1494314,20500,35.9 
16537,Iowa,19,669705,8317,34.2 
16538,Kansas,20,660951,7326,32.4 
16539,Kentucky,21,1038614,12668,43.4 
16540,Louisiana,22,1037249,15246,46.9 
16541,Maryland,24,913716,12866,28.0 
16542,Minnesota,27,1193644,11177,23.5 
16543,Mississippi,28,665544,10690,49.7 
16544,Nebraska,31,402489,3548,31.1 
16545,New Jersey,34,2025616,30315,22.7 
16546,New York,36,4580060,62117,23.1 
16547,North Carolina,37,2141873,20049,42.1 
16548,Ohio,39,2439205,31245,32.0 
16549,Oklahoma,40,852997,11873,46.5 
16550,South Carolina,45,1236732,15029,42.0 
16551,Utah,49,802939,3997,30.3 
16552,Vermont,50,93492,507,16.7 
16553,West Virginia,54,396343,5576,46.1 
16554,Wisconsin,55,1415127,11825,29.7 
16555,Alaska,2,187655,1027,26.2 
16556,Arizona,4,1683915,25429,33.0 
16557,California,6,7487212,78529,22.9 
16558,Connecticut,9,667230,9683,18.9 
16559,District of Columbia,11,126675,1264,18.5 
16560,Indiana,18,1510684,20637,35.9 
16561,Iowa,19,669705,8317,34.2 
16562,Kansas,20,660951,7326,32.4 
16563,Kentucky,21,1051719,12692,43.4 
16564,Louisiana,22,1050080,15283,46.9 
16565,Maryland,24,922613,12936,28.0 
16566,Minnesota,27,1205069,11255,23.5 
16567,Mississippi,28,673873,10707,49.7 
16568,Nebraska,31,407804,3562,31.1 
16569,New Jersey,34,2037690,30476,22.7 
16570,New York,36,4610691,62319,23.1 
16571,North Carolina,37,2167626,20119,42.1 
16572,Ohio,39,2460869,31245,32.0 
16573,Oklahoma,40,866403,11873,46.5 
16574,South Carolina,45,1249632,15053,42.0 
16575,Utah,49,814547,4019,30.3 
16576,Vermont,50,93492,507,16.7 
16577,West Virginia,54,401796,5590,46.1 
16578,Wisconsin,55,1433460,11867,29.7 
16579,Alaska,2,194133,1027,26.2 
16580,Arizona,4,1701949,25502,33.0 
16581,California,6,7621774,78700,22.9 
16582,Connecticut,9,671674,9769,18.9 
16583,District of Columbia,11,127200,1267,18.5 
16584,Indiana,18,1528366,20751,35.9 
16585,Iowa,19,669705,8317,34.2 
16586,Kansas,20,681740,7352,32.4 
16587,Kentucky,21,1067360,12719,43.4 
16588,Louisiana,22,1060022,15324,46.9 
16589,Maryland,24,927349,13003,28.0 
16590,Minnesota,27,1216874,11291,23.5 
16591,Mississippi,28,681382,10721,49.7 
16592,Nebraska,31,413056,3569,31.1 
16593,New Jersey,34,2049573,30618,22.7 
16594,New York,36,4638987,62543,23.1 
16595,North Carolina,37,2204205,20204,42.1 
16596,Ohio,39,2480566,31987,32.0 
16597,Oklahoma,40,880342,11873,46.5 
16598,South Carolina,45,1265710,15108,42.0 
16599,Utah,49,826149,4030,30.3 
16600,Vermont,50,96415,514,16.7 
16601,West Virginia,54,407131,5609,46.1 
16602,Wisconsin,55,1446213,11946,29.7 
16603,Alaska,2,194133,1027,26.2 
16604,Arizona,4,1729630,25557,33.0 
16605,California,6,7660930,78775,22.9 
16606,Connecticut,9,671674,9769,18.9 
16607,District of Columbia,11,127200,1267,18.5 
16608,Indiana,18,1528366,20751,35.9 
16609,Iowa,19,682363,8317,34.2 
16610,Kansas,20,681740,7352,32.4 
16611,Kentucky,21,1070343,12719,43.4 
16612,Louisiana,22,1060022,15324,46.9 
16613,Maryland,24,932195,13069,28.0 
16614,Minnesota,27,1216874,11291,23.5 
16615,Mississippi,28,681382,10721,49.7 
16616,Nebraska,31,413056,3569,31.1 
16617,New Jersey,34,2058497,30746,22.7 
16618,New York,36,4666630,62632,23.1 
16619,North Carolina,37,2204205,20204,42.1 
16620,Ohio,39,2496243,31987,32.0 
16621,Oklahoma,40,893913,11873,46.5 
16622,South Carolina,45,1265710,15108,42.0 
16623,Utah,49,826149,4030,30.3 
16624,Vermont,50,97994,514,16.7 
16625,West Virginia,54,413631,5609,46.1 
16626,Wisconsin,55,1446213,11946,29.7 
16627,Alaska,2,194133,1027,26.2 
16628,Arizona,4,1752552,25623,33.0 
16629,California,6,7688422,78839,22.9 
16630,Connecticut,9,671674,9769,18.9 
16631,District of Columbia,11,127200,1267,18.5 
16632,Indiana,18,1528366,20751,35.9 
16633,Iowa,19,682363,8317,34.2 
16634,Kansas,20,681740,7352,32.4 
16635,Kentucky,21,1071699,12719,43.4 
16636,Louisiana,22,1060022,15324,46.9 
16637,Maryland,24,935874,13123,28.0 
16638,Minnesota,27,1216874,11291,23.5 
16639,Mississippi,28,681382,10721,49.7 
16640,Nebraska,31,413056,3569,31.1 
16641,New Jersey,34,2067692,30759,22.7 
16642,New York,36,4686169,62853,23.1 
16643,North Carolina,37,2204205,20204,42.1 
16644,Ohio,39,2506175,31987,32.0 
16645,Oklahoma,40,893913,11873,46.5 
16646,South Carolina,45,1265710,15108,42.0 
16647,Utah,49,826149,4030,30.3 
16648,Vermont,50,99109,514,16.7 
16649,West Virginia,54,418887,5609,46.1 
16650,Wisconsin,55,1446213,11946,29.7 
16651,Alaska,2,199765,1046,26.2 
16652,Arizona,4,1767302,25624,33.0 
16653,California,6,7904252,79001,22.9 
16654,Connecticut,9,683731,9774,18.9 
16655,District of Columbia,11,128550,1275,18.5 
16656,Indiana,18,1563959,20796,35.9 
16657,Iowa,19,682363,8317,34.2 
16658,Kansas,20,696021,7371,32.4 
16659,Kentucky,21,1096736,12781,43.4 
16660,Louisiana,22,1076385,15374,46.9 
16661,Maryland,24,938568,13158,28.0 
16662,Minnesota,27,1229584,11333,23.5 
16663,Mississippi,28,694093,10734,49.7 
16664,Nebraska,31,421423,3569,31.1 
16665,New Jersey,34,2072536,30799,22.7 
16666,New York,36,4698835,62960,23.1 
16667,North Carolina,37,2286259,20299,42.1 
16668,Ohio,39,2515949,31987,32.0 
16669,Oklahoma,40,914063,11873,46.5 
16670,South Carolina,45,1265710,15108,42.0 
16671,Utah,49,848121,4063,30.3 
16672,Vermont,50,99651,521,16.7 
16673,West Virginia,54,422265,5645,46.1 
16674,Wisconsin,55,1470418,12010,29.7 
16675,Alaska,2,199765,1046,26.2 
16676,Arizona,4,1781274,25624,33.0 
16677,California,6,7984924,79118,22.9 
16678,Connecticut,9,687555,9773,18.9 
16679,District of Columbia,11,128739,1278,18.5 
16680,Indiana,18,1573690,20928,35.9 
16681,Iowa,19,693914,8317,34.2 
16682,Kansas,20,696206,7372,32.4 
16683,Kentucky,21,1110029,12803,43.4 
16684,Louisiana,22,1084448,15476,46.9 
16685,Maryland,24,940968,13233,28.0 
16686,Minnesota,27,1265075,11370,23.5 
16687,Mississippi,28,699002,10755,49.7 
16688,Nebraska,31,425610,3604,31.1 
16689,New Jersey,34,2078258,30950,22.7 
16690,New York,36,4714703,63264,23.1 
16691,North Carolina,37,2304741,20345,42.1 
16692,Ohio,39,2520112,32489,32.0 
16693,Oklahoma,40,922873,11873,46.5 
16694,South Carolina,45,1265710,15108,42.0 
16695,Utah,49,854723,4073,30.3 
16696,Vermont,50,100092,523,16.7 
16697,West Virginia,54,425013,5650,46.1 
16698,Wisconsin,55,1477557,12113,29.7 
16699,Alaska,2,205239,1053,26.2 
16700,Arizona,4,1799503,25899,33.0 
16701,California,6,8055410,79353,22.9 
16702,Connecticut,9,690350,9901,18.9 
16703,District of Columbia,11,129108,1280,18.5 
16704,Indiana,18,1578651,21056,35.9 
16705,Iowa,19,703366,8501,34.2 
16706,Kansas,20,710303,7423,32.4 
16707,Kentucky,21,1124483,12834,43.4 
16708,Louisiana,22,1145245,15523,46.9 
16709,Maryland,24,943869,13280,28.0 
16710,Minnesota,27,1280640,11422,23.5 
16711,Mississippi,28,705598,10774,49.7 
16712,Nebraska,31,428949,3632,31.1 
16713,New Jersey,34,2085385,31093,22.7 
16714,New York,36,4730351,63505,23.1 
16715,North Carolina,37,2324946,20455,42.1 
16716,Ohio,39,2540864,32489,32.0 
16717,Oklahoma,40,931033,12044,46.5 
16718,South Carolina,45,1328450,15155,42.0 
16719,Utah,49,862216,4091,30.3 
16720,Vermont,50,100621,527,16.7 
16721,West Virginia,54,429016,5674,46.1 
16722,Wisconsin,55,1486162,12155,29.7 
16723,Alaska,2,205239,1053,26.2 
16724,Arizona,4,1813796,25932,33.0 
16725,California,6,8172855,79643,22.9 
16726,Connecticut,9,693386,9908,18.9 
16727,District of Columbia,11,129479,1282,18.5 
16728,Indiana,18,1590856,21165,35.9 
16729,Iowa,19,703366,8501,34.2 
16730,Kansas,20,710503,7426,32.4 
16731,Kentucky,21,1137611,12872,43.4 
16732,Louisiana,22,1152818,15570,46.9 
16733,Maryland,24,947125,13334,28.0 
16734,Minnesota,27,1295267,11489,23.5 
16735,Mississippi,28,712133,10806,49.7 
16736,Nebraska,31,432564,3657,31.1 
16737,New Jersey,34,2092109,31208,22.7 
16738,New York,36,4747515,63697,23.1 
16739,North Carolina,37,2352472,20532,42.1 
16740,Ohio,39,2552972,32489,32.0 
16741,Oklahoma,40,944461,12044,46.5 
16742,South Carolina,45,1338384,15181,42.0 
16743,Utah,49,869249,4097,30.3 
16744,Vermont,50,102153,529,16.7 
16745,West Virginia,54,434221,5697,46.1 
16746,Wisconsin,55,1495474,12216,29.7 
16747,Alaska,2,211117,1057,26.2 
16748,Arizona,4,1829406,26001,33.0 
16749,California,6,8248681,79934,22.9 
16750,Connecticut,9,696070,9985,18.9 
16751,District of Columbia,11,129817,1284,18.5 
16752,Indiana,18,1607951,21301,35.9 
16753,Iowa,19,703366,8501,34.2 
16754,Kansas,20,723285,7550,32.4 
16755,Kentucky,21,1152288,12905,43.4 
16756,Louisiana,22,1160130,15631,46.9 
16757,Maryland,24,950136,13387,28.0 
16758,Minnesota,27,1309815,11532,23.5 
16759,Mississippi,28,717666,10831,49.7 
16760,Nebraska,31,435358,3666,31.1 
16761,New Jersey,34,2102227,31320,22.7 
16762,New York,36,4761590,63910,23.1 
16763,North Carolina,37,2373587,20605,42.1 
16764,Ohio,39,2562412,33071,32.0 
16765,Oklahoma,40,953116,12044,46.5 
16766,South Carolina,45,1355116,15266,42.0 
16767,Utah,49,875414,4107,30.3 
16768,Vermont,50,103066,532,16.7 
16769,West Virginia,54,438889,5743,46.1 
16770,Wisconsin,55,1503538,12291,29.7 
16771,Alaska,2,211117,1057,26.2 
16772,Arizona,4,1844912,26183,33.0 
16773,California,6,8270373,80004,22.9 
16774,Connecticut,9,696070,9985,18.9 
16775,District of Columbia,11,129817,1284,18.5 
16776,Indiana,18,1607951,21301,35.9 
16777,Iowa,19,712288,8501,34.2 
16778,Kansas,20,723285,7550,32.4 
16779,Kentucky,21,1154036,12905,43.4 
16780,Louisiana,22,1160130,15631,46.9 
16781,Maryland,24,952528,13432,28.0 
16782,Minnesota,27,1309815,11532,23.5 
16783,Mississippi,28,717666,10831,49.7 
16784,Nebraska,31,435358,3666,31.1 
16785,New Jersey,34,2107606,31391,22.7 
16786,New York,36,4774123,64113,23.1 
16787,North Carolina,37,2373587,20605,42.1 
16788,Ohio,39,2571021,33071,32.0 
16789,Oklahoma,40,953116,12044,46.5 
16790,South Carolina,45,1355116,15266,42.0 
16791,Utah,49,875414,4107,30.3 
16792,Vermont,50,103549,533,16.7 
16793,West Virginia,54,442206,5743,46.1 
